Taywarah|af|Gawr|14398|33.51|64.42|
Gazni|af|Gazni|143049|33.56|68.42|
Awbeh|af|Herat|7293|34.39|63.14|
Eslam Qaleh|af|Herat|18085|34.67|61.07|
Gurian|af|Herat|49518|34.34|61.47|
Herat|af|Herat|272880|34.35|62.18|
Karuhz|af|Herat|17490|34.49|62.59|
Kuhestan|af|Herat|12087|34.65|61.18|
Kusk|af|Herat|16952|33.28|61.95|
Qarabag|af|Herat|12412|34.93|61.76|
Tawragudi|af|Herat|20197|35.22|62.26|
Tir Pol|af|Herat|6979|34.59|61.26|
Zendejan|af|Herat|10104|34.34|61.74|
Bagran|af|Hilmand|25918|33.06|65.09|
Darwisan|af|Hilmand|9012|31.12|64.18|
Deh Su|af|Hilmand|9196|30.43|63.3|
Geresk|af|Hilmand|43638|31.83|64.56|
Laskar Gah|af|Hilmand|43949|31.59|64.35|
Sangin|af|Hilmand|13579|32.07|64.82|
Aqcah|af|Jawzjan|49526|36.93|66.16|
Qarqin|af|Jawzjan|15023|37.41|66.02|
Sang-e Carak|af|Jawzjan|15377|35.85|66.44|
Shibarghan|af|Jawzjan|55658|36.66|65.74|
Bagrami|af|Kabul|30256|34.49|69.27|
Kabul|af|Kabul|3043589|34.53|69.17|
Mir Baccekut|af|Kabul|5405|34.73|69.12|
Pagman|af|Kabul|49173|34.58|68.95|
Qarabag|af|Kabul|12347|34.83|69.15|
Sarawbi|af|Kabul|21598|34.62|69.74|
Mahmud-e Raqi|af|Kapisa|6626|35.02|69.32|
Tagab|af|Kapisa|6400|34.85|69.63|
Khowst|af|Khowst|96246|33.34|69.92|
Asadabad|af|Kunar|48400|34.87|71.15|
Asmar|af|Kunar|15708|35.03|71.37|
Mehtar Lam|af|Lagman|17350|34.65|70.2|
Azrow|af|Lawgar|12526|34.17|69.63|
Baraki Barak|af|Lawgar|22305|33.97|68.93|
Pol-e Alam|af|Lawgar|13251|33.99|69.03|
Acin|af|Nangarhar|15098|34.12|70.7|
Batsawul|af|Nangarhar|6835|34.25|70.87|
Hugyani|af|Nangarhar|17082|34.3|70.07|
Jalalabad|af|Nangarhar|200389|34.44|70.44|
Nader Sah Kawt|af|Nangarhar|12305|34.23|70.71|
Cahar Burjak|af|Nimruz|11935|34.25|62.2|
Cahzansur|af|Nimruz|15070|31.19|62.05|
Hzas|af|Nimruz|15133|31.52|62.78|
Mirabad|af|Nimruz|14160|30.43|61.83|
Rudbar|af|Nimruz|11034|30.15|62.6|
Zaranj|af|Nimruz|33894|31.12|61.88|
Nuristan|af|Nuristan|17072|34.94|70.38|
Orgun|af|Paktika|10665|32.96|69.17|
Sharan|af|Paktika|7368|33.13|68.78|
Zargun Sahr|af|Paktika|13737|32.86|68.45|
Ali Hzayl|af|Paktiya|12687|33.94|69.7|
Gardez|af|Paktiya|103732|33.6|69.22|
Carikar|af|Parwan|53693|35.02|69.17|
Jabal-os-Saraj|af|Parwan|15055|35.13|69.24|
Qandahar|af|Qandahar|391230|31.61|65.69|
Dast-e Arca|af|Qunduz|8266|37.13|69.17|
Emam Saheb|af|Qunduz|9659|37.19|68.9|
Hazart Imam|af|Qunduz|24552|37.22|68.76|
Hzanabad|af|Qunduz|71552|36.68|69.11|
Qaleh-ye Zal|af|Qunduz|15104|37|68.41|
Qunduz|af|Qunduz|161943|36.73|68.86|
Aybak|af|Samangan|47877|36.26|68.04|
Kholm|af|Samangan|64954|36.69|67.69|
Ciras|af|Sar-e Pul|12778|35.42|65.98|
Lar Gerd|af|Sar-e Pul|11635|35.49|66.65|
Margi|af|Sar-e Pul|14333|35.18|66.4|
Qaleh Sahr|af|Sar-e Pul|7756|35.54|65.57|
Sar-e Pul|af|Sar-e Pul|52138|36.22|65.93|
Tagaw Bay|af|Sar-e Pul|9095|35.7|66.05|
Tokzar|af|Sar-e Pul|12021|35.95|66.42|
Cah Ab|af|Tahzar|23424|37.4|69.8|
Eskames|af|Tahzar|6602|36.38|69.32|
Farhzar|af|Tahzar|10492|36.57|69.85|
Hzwajeh Gar|af|Tahzar|18654|37.09|69.47|
Rostaq|af|Tahzar|25644|37.12|69.82|
Taloqan|af|Tahzar|64275|36.73|69.53|
Yangi Qaleh|af|Tahzar|6543|37.47|69.6|
Deh Rawud|af|Uruzgan|25683|32.62|65.45|
Gaz Ab|af|Uruzgan|5647|33.37|66.27|
Tarin Kawt|af|Uruzgan|15598|32.63|65.86|
Uruzgan|af|Uruzgan|13400|32.94|66.63|
Gardan Diwal|af|Wardag|6815|34.5|68.26|
Maydansahr|af|Wardag|14922|34.45|68.78|
Qalat-e Gilzay|af|Zabul|12195|32.11|66.89|
Codrington|ag|Barbuda|682|17.64|-61.82|
Carlisle|ag|Saint George|831|17.13|-61.8|
All Saints|ag|Saint John|2526|17.05|-61.8|
Saint Johns|ag|Saint John|25150|17.11|-61.85|
Bolands|ag|Saint Mary|1657|17.06|-62.88|
Old Road|ag|Saint Mary|623|17.02|-61.84|
English Harbour|ag|Saint Paul|666|17.02|-61.77|
Liberta|ag|Saint Paul|1668|17.04|-61.79|
Swetes|ag|Saint Paul|727|17.03|-61.81|
Parham|ag|Saint Peter|969|17.11|-61.77|
Freetown|ag|Saint Philip|623|17.04|-61.7|
Berat|al|Berat|47606|40.71|19.96|
Polican|al|Berat|10663|40.6|20.1|
Ure Vajgurore|al|Berat|4893|40.78|19.88|
Bulqize|al|Bulqize|11212|41.49|20.23|
Delvine|al|Delvine|3916|39.96|20.09|
Bilisht|al|Devoll|7114|40.62|20.98|
Peshkopi|al|Dibre|15261|41.69|20.44|
Durres|al|Durres|122034|41.33|19.45|
Shijak|al|Durres|14138|41.34|19.56|
Cerrik|al|Elbasan|14269|41.02|19.96|
Elbasan|al|Elbasan|100903|41.12|20.09|
Kerrabe|al|Elbasan|1177|41.21|19.98|
Fier|al|Fier|59719|40.73|19.57|
Patos|al|Fier|22679|40.64|19.65|
Roskovec|al|Fier|6657|40.74|19.71|
Gjirokaster|al|Gjirokaster|23437|40.08|20.15|
Libohove|al|Gjirokaster|3651|40.04|20.26|
Gramsh|al|Gramsh|11556|40.87|20.18|
Krume|al|Has|3215|42.2|19.9|
Kavaje|al|Kavaje|29354|41.2|19.56|
Erseke|al|Kolonje|7890|40.34|20.68|
Leskovik|al|Kolonje|2655|40.15|20.58|
Korce|al|Korce|58259|40.63|20.79|
Maliq|al|Korce|3735|40.72|20.68|
Fushe-Kruje|al|Kruje|10458|41.48|19.71|
Kruje|al|Kruje|21286|41.52|19.8|
Mamurras|al|Kruje|8282|41.57|19.68|
Milot|al|Kruje|2157|41.69|19.73|
Kucove|al|Kucove|18166|40.81|19.93|
Kukes|al|Kukes|17972|42.09|20.43|
Lac|al|Kurbin|24825|41.64|19.71|
Lezhe|al|Lezhe|18695|41.79|19.65|
Shengjin|al|Lezhe|2698|41.82|19.58|
Librazhd|al|Librazhd|12691|41.19|20.32|
Perrenjas|al|Librazhd|4015|41.07|20.53|
Lushnje|al|Lushnje|41423|40.95|19.71|
Rrogozhine|al|Lushnje|5620|41.09|19.66|
Ballsh|al|Mallakaster|10361|40.6|19.73|
Koplik|al|Malsi e Madhe|4078|42.2|19.43|
Burrel|al|Mat|15539|41.63|20.02|
Klos|al|Mat|683|41.49|20.1|
Kraste|al|Mat|1168|41.44|20.13|
Ulze|al|Mat|600|41.69|19.9|
Kurbnesh|al|Mirdite|1429|41.78|20.08|
Rreshen|al|Mirdite|10064|41.77|19.88|
Rubik|al|Mirdite|2332|41.77|19.78|
Peqin|al|Peqin|7513|41.06|19.76|
Kelcyre|al|Permet|2486|40.32|20.18|
Permet|al|Permet|10686|40.24|20.35|
Pogradec|al|Pogradec|25758|40.87|20.7|
Fierze|al|Puke|742|42.25|20|
Fushe-Arrez|al|Puke|2438|42.05|20.01|
Puke|al|Puke|6495|42.07|19.9|
Konispol|al|Sarande|1349|39.66|20.17|
Sarande|al|Sarande|15147|39.88|20|
Shkoder|al|Shkoder|89102|42.07|19.51|
Corovode|al|Skrapar|14046|40.5|20.21|
Memaliaj|al|Tepelene|4951|40.35|19.97|
Tepelene|al|Tepelene|11955|40.3|20.01|
Kamze|al|Tirana|11026|41.39|19.76|
Tirana|al|Tirana|374801|41.33|19.82|
Vore|al|Tirana|4973|41.39|19.66|
Bajram Curri|al|Tropoje|7967|42.36|20.08|
Himare|al|Vlore|4596|40.13|19.74|
Orikum|al|Vlore|2604|40.32|19.47|
Selenice|al|Vlore|6912|40.55|19.65|
Vlore|al|Vlore|89528|40.48|19.49|
Agarak|am|Aragatsotn|1575|40.33|44.07|
Aghdzk|am|Aragatsotn|1643|40.32|44.25|
Aparan|am|Aragatsotn|5670|40.6|44.35|
Aragats|am|Aragatsotn|3900|40.36|44.29|
Arteni|am|Aragatsotn|3086|40.3|43.75|
Ashnak|am|Aragatsotn|1131|40.33|43.92|
Ashtarak|am|Aragatsotn|18779|40.3|44.35|
Byurakan|am|Aragatsotn|3902|40.34|44.27|
Hnaberd|am|Aragatsotn|1817|40.64|44.14|
Karbi|am|Aragatsotn|3521|40.33|44.38|
Kosh|am|Aragatsotn|2581|40.31|44.16|
Melikgyugh|am|Aragatsotn|1072|40.67|44.36|
Nerqin Bazmaberd|am|Aragatsotn|1324|40.35|44.06|
Ohanavan|am|Aragatsotn|2223|40.34|44.39|
Oshakan|am|Aragatsotn|4768|40.27|44.27|
Parpi|am|Aragatsotn|1886|40.33|44.31|
Quchak|am|Aragatsotn|1864|40.53|44.39|
Sasunik|am|Aragatsotn|1959|40.25|44.34|
Shenavan|am|Aragatsotn|1587|40.49|44.38|
Talin|am|Aragatsotn|4945|40.39|43.87|
Tsaghkahovit|am|Aragatsotn|1551|40.64|44.22|
Udjan|am|Aragatsotn|2492|40.3|44.21|
Ushi|am|Aragatsotn|1276|40.35|44.37|
Voskevaz|am|Aragatsotn|3789|40.28|44.3|
Abovyan|am|Ararat|1379|40.05|44.55|
Aralez|am|Ararat|2354|39.9|44.65|
Ararat|am|Ararat|13162|39.83|44.71|
Arbat|am|Ararat|1884|40.14|44.4|
Arevabuyr|am|Ararat|1041|40.04|44.47|
Arevshat|am|Ararat|2089|40.04|44.54|
Argavand|am|Ararat|1703|40.16|44.44|
Armash|am|Ararat|2434|39.77|44.81|
Artashat|am|Ararat|20562|39.94|44.57|
Avshar|am|Ararat|4215|39.84|44.68|
Aygavan|am|Ararat|3758|39.89|44.65|
Aygepat|am|Ararat|1349|39.95|44.6|
Aygestan|am|Ararat|2431|40|44.56|
Aygezard|am|Ararat|3192|39.95|44.61|
Ayntap|am|Ararat|7299|40.1|44.47|
Azatavan|am|Ararat|2886|40.13|44.07|
Baghramyan|am|Ararat|1690|40.19|43.85|
Bardzrashen|am|Ararat|1273|40.09|44.58|
Berqanush|am|Ararat|1682|39.98|44.52|
Burastam|am|Ararat|1998|39.98|44.5|
Byuravan|am|Ararat|1228|40.02|44.52|
Dalar|am|Ararat|2504|39.97|44.54|
Darakert|am|Ararat|2325|40.11|44.41|
Dashtavan|am|Ararat|1762|40.1|44.39|
Dimitrov|am|Ararat|1212|40.01|44.49|
Dvin|am|Ararat|2795|40.02|44.59|
Geghanist|am|Ararat|2409|40.15|44.43|
Getapnya|am|Ararat|1191|40.14|44.43|
Getazat|am|Ararat|1947|40.04|44.56|
Ghukasavan|am|Ararat|2113|40.13|44.42|
Goravan|am|Ararat|2238|39.9|44.73|
Hayanist|am|Ararat|2031|40.12|44.38|
Hovtashat|am|Ararat|3472|40.1|44.34|
Hovtashen|am|Ararat|1134|40.02|44.45|
Jrahovit|am|Ararat|1032|40.05|44.47|
Jrashen|am|Ararat|1696|40.05|44.5|
Kaghtsrashen|am|Ararat|2965|39.97|44.62|
Kanachut|am|Ararat|1182|40.01|44.54|
Khachpar|am|Ararat|1598|40.13|44.4|
Landjazat|am|Ararat|1430|40.06|44.58|
Lusarat|am|Ararat|2195|39.87|44.6|
Marmarashen|am|Ararat|2946|40.06|44.47|
Masis|am|Ararat|10168|40.07|44.46|
Mkhchyan|am|Ararat|4498|40.02|44.49|
Mrganush|am|Ararat|1032|40.03|44.56|
Mrgavan|am|Ararat|1713|39.97|44.53|
Mrgavet|am|Ararat|2131|40.03|44.48|
Nizami|am|Ararat|1060|40.09|44.4|
Nor Khaberd|am|Ararat|5730|40.09|44.48|
Nor Kyanq|am|Ararat|2217|39.9|44.62|
Norabats|am|Ararat|1973|40.11|44.43|
Noramarg|am|Ararat|1811|40.02|44.42|
Norashen|am|Ararat|3049|40|44.6|
Noyakert|am|Ararat|1751|39.82|44.67|
Nshavan|am|Ararat|1916|40.03|44.53|
Pokr Vedi|am|Ararat|2910|39.9|44.61|
Ranchpar|am|Ararat|989|40.03|44.37|
Sayat-Nova|am|Ararat|1726|40.07|44.4|
Shahumyan|am|Ararat|3905|39.93|44.58|
Sis|am|Ararat|1135|40.06|44.39|
Sisavan|am|Ararat|1793|39.9|44.67|
Surenavan|am|Ararat|2241|39.75|44.8|
Taperakan|am|Ararat|3412|39.92|44.61|
Urtsadzor|am|Ararat|2799|39.91|44.82|
Vedi|am|Ararat|12192|39.91|44.73|
Verin Artashat|am|Ararat|3931|40|44.59|
Verin Dvin|am|Ararat|1853|40.03|44.59|
Vosketap|am|Ararat|4080|39.87|44.65|
Vostan|am|Ararat|2925|39.96|44.56|
Yeghegnavan|am|Ararat|1221|39.83|44.64|
Zangakatun|am|Ararat|1130|39.81|45.05|
Zorak|am|Ararat|1390|40.09|44.39|
Aghavnatun|am|Armavir|2913|40.23|44.25|
Aknalich|am|Armavir|2654|40.14|44.15|
Aknashen|am|Armavir|1362|40.1|44.29|
Amberd|am|Armavir|1267|40.24|44.27|
Apaga|am|Armavir|1634|40.1|44.25|
Aragats|am|Armavir|2952|40.33|43.67|
Araks|am|Armavir|1442|40.07|44.3|
Aratashen|am|Armavir|2669|40.13|44.43|
Arazap|am|Armavir|1373|40.04|44.15|
Arevashat|am|Armavir|1403|40.14|44.37|
Arevik|am|Armavir|2455|40.1|44.1|
Argavand|am|Armavir|2047|40.06|44.1|
Armavir|am|Armavir|14359|40.12|44.05|
Arshaluys|am|Armavir|3808|40.17|44.21|
Artimet|am|Armavir|1501|40.15|44.27|
Aygek|am|Armavir|1095|40.19|44.38|
Aygeshat|am|Armavir|1482|40.15|44.18|
Baghramyan|am|Armavir|2346|40.19|44.37|
Bambakashat|am|Armavir|3089|40.11|44.01|
Dalarik|am|Armavir|3080|40.22|43.86|
Doghs|am|Armavir|1186|40.22|44.27|
Gay|am|Armavir|3309|40.08|44.31|
Getashen|am|Armavir|2114|40.04|43.94|
Griboyedov|am|Armavir|1879|40.11|44.27|
Hatsik|am|Armavir|2355|40.16|43.94|
Haykashen|am|Armavir|1140|40.07|44.31|
Haykavan|am|Armavir|1201|40.76|43.77|
Haytagh|am|Armavir|2423|40.18|44.23|
Hoktember|am|Armavir|5348|40.14|44.01|
Hovtamech|am|Armavir|1018|40.18|44.26|
Janfida|am|Armavir|2986|40.05|44.02|
Jrarat|am|Armavir|2608|44.07|44.26|
Karakert|am|Armavir|3413|40.24|43.81|
Khoronk|am|Armavir|2148|40.14|44.24|
Lenughi|am|Armavir|1499|40.12|43.97|
Lernagog|am|Armavir|1664|40.35|44.12|
Lukashin|am|Armavir|2197|40.18|44.02|
Margara|am|Armavir|1360|40.03|44.17|
Merdzavan|am|Armavir|2702|40.18|44.4|
Metsamor|am|Armavir|4935|40.11|44.21|
Mrgashat|am|Armavir|4961|40.13|44.08|
Musaler|am|Armavir|2323|40.15|44.38|
Myasnikyan|am|Armavir|3458|40.18|43.91|
Nalbandyan|am|Armavir|4019|40.06|43.98|
Nor Armavir|am|Armavir|1597|40.09|43.99|
Nor Kesaria|am|Armavir|1279|40.18|44.45|
Norakert|am|Armavir|2485|40.19|44.35|
Parakar|am|Armavir|4781|40.16|44.41|
Pshatavan|am|Armavir|2159|40.04|44.07|
Ptghunk|am|Armavir|1345|40.16|44.36|
Samaghar|am|Armavir|2343|40.19|44.24|
Shenavan|am|Armavir|1757|40.05|43.93|
Sovetakan|am|Armavir|1613|40.11|44.06|
Tairov|am|Armavir|2076|40.16|44.42|
Tandzut|am|Armavir|1816|40.08|44.09|
Taronik|am|Armavir|1874|40.13|44.2|
Tsaghkalandj|am|Armavir|1216|40.2|44.23|
Tsaghkunk|am|Armavir|1089|40.18|44.27|
Tsiatsan|am|Armavir|1050|40.19|44.27|
Vagharshapat|am|Armavir|49514|40.16|44.29|
Voskehat|am|Armavir|2181|40.14|44.33|
Yeghegnut|am|Armavir|1746|40.09|44.16|
Yeraskhahun|am|Armavir|1346|40.07|44.22|
Zartonk|am|Armavir|1818|40.11|44.16|
Zhdanov|am|Armavir|1512|40.16|44.09|
Akunk|am|Gegharkunik|3444|40.15|45.72|
Artsvanist|am|Gegharkunik|2819|40.15|45.5|
Astghadzor|am|Gegharkunik|3520|40.12|45.36|
Aygut|am|Gegharkunik|997|40.69|45.17|
Chambarak|am|Gegharkunik|6153|40.6|45.35|
Ddmashen|am|Gegharkunik|2157|40.57|44.81|
Drakhtik|am|Gegharkunik|1016|40.57|45.23|
Dzoragyukh|am|Gegharkunik|3570|40.18|45.18|
Gagarin|am|Gegharkunik|1305|40.54|44.86|
Gandzak|am|Gegharkunik|3841|40.31|45.11|
Gavar|am|Gegharkunik|21681|40.33|45.14|
Geghamasar|am|Gegharkunik|1060|40.31|45.68|
Geghamavan|am|Gegharkunik|1597|40.56|44.88|
Gegharkunik|am|Gegharkunik|1681|40.26|45.14|
Geghhovit|am|Gegharkunik|5104|40.1|45.28|
Karchaghbyur|am|Gegharkunik|2274|40.16|45.57|
Karmirgyukh|am|Gegharkunik|5069|40.34|45.14|
Khachaghbyur|am|Gegharkunik|1137|40.17|45.69|
Lanjaghbyur|am|Gegharkunik|2097|40.27|45.14|
Lchap|am|Gegharkunik|1032|40.46|45.07|
Lchashen|am|Gegharkunik|4182|40.52|44.93|
Lichk|am|Gegharkunik|4105|40.16|45.23|
Madina|am|Gegharkunik|1024|40.08|45.25|
Martuni|am|Gegharkunik|11037|40.14|45.32|
Mets Masrik|am|Gegharkunik|2570|40.22|45.75|
Nerkin Getashen|am|Gegharkunik|7010|40.15|45.26|
Noratus|am|Gegharkunik|5426|40.38|45.18|
Sarukhan|am|Gegharkunik|6173|40.29|45.13|
Sevan|am|Gegharkunik|17083|40.55|44.95|
Sotk|am|Gegharkunik|1045|40.2|45.86|
Tazagyukh|am|Gegharkunik|2248|40.14|45.19|
Tsakqar|am|Gegharkunik|2125|40.17|45.2|
Tsovagyugh|am|Gegharkunik|3857|40.63|44.95|
Tsovak|am|Gegharkunik|2531|40.18|45.64|
Tsovazard|am|Gegharkunik|1949|40.48|45.04|
Tsovinar|am|Gegharkunik|3968|40.16|45.46|
Ttujur|am|Gegharkunik|1046|40.65|45.31|
Vaghashen|am|Gegharkunik|3235|40.14|45.33|
Vahan|am|Gegharkunik|1153|40.57|45.4|
Vardadzor|am|Gegharkunik|2095|40.19|45.19|
Vardenik|am|Gegharkunik|7709|40.14|45.44|
Vardenis|am|Gegharkunik|11382|40.18|45.72|
Varser|am|Gegharkunik|1614|40.56|44.91|
Verin Getashen|am|Gegharkunik|4173|40.13|45.25|
Yeranus|am|Gegharkunik|4233|40.21|45.19|
Zolakar|am|Gegharkunik|5679|40.13|45.38|
Zovaber|am|Gegharkunik|1470|40.57|44.79|
Abovyan|am|Kotayk|35677|40.27|44.62|
Aghavnadzor|am|Kotayk|1252|40.58|44.69|
Akunk|am|Kotayk|1787|40.27|44.68|
Alapars|am|Kotayk|2337|40.43|44.63|
Aragyukh|am|Kotayk|999|40.4|44.54|
Aramus|am|Kotayk|3214|40.25|44.66|
Argel|am|Kotayk|2528|40.38|44.6|
Arinj|am|Kotayk|5181|40.23|44.57|
Arzakan|am|Kotayk|2660|40.45|44.61|
Arzni|am|Kotayk|2244|40.31|44.6|
Balahovit|am|Kotayk|2982|40.25|44.6|
Bjini|am|Kotayk|2771|40.46|44.65|
Buzhakan|am|Kotayk|1678|40.46|44.52|
Byureghavan|am|Kotayk|6972|40.31|44.59|
Charentsavan|am|Kotayk|17620|40.35|44.6|
Dzoraghbyur|am|Kotayk|2011|40.21|44.64|
Fantan|am|Kotayk|1019|40.39|44.69|
Garni|am|Kotayk|6827|40.12|44.72|
Geghashen|am|Kotayk|3666|40.41|44.64|
Goght|am|Kotayk|1877|40.14|44.78|
Hrazdan|am|Kotayk|40796|40.5|44.75|
Jrvesh|am|Kotayk|5358|40.19|44.59|
Kaghsi|am|Kotayk|2180|40.48|44.74|
Kamaris|am|Kotayk|2064|40.24|44.69|
Kanakeravan|am|Kotayk|2950|40.25|44.54|
Kaputan|am|Kotayk|1252|40.32|44.69|
Kasakh|am|Kotayk|4247|40.53|44.42|
Kotayk|am|Kotayk|1510|40.28|44.66|
Lernanist|am|Kotayk|2511|40.47|44.8|
Mayakovski|am|Kotayk|1727|40.25|44.64|
Meghradzor|am|Kotayk|2659|40.61|44.65|
Mrgashen|am|Kotayk|1623|40.29|44.54|
Nor Geghi|am|Kotayk|4896|40.32|44.58|
Nor Gyukh|am|Kotayk|1462|40.27|44.66|
Nor Hachn|am|Kotayk|9390|40.3|44.58|
Nor Yerznka|am|Kotayk|1459|40.31|44.4|
Proshyan|am|Kotayk|4333|40.25|44.42|
Ptghni|am|Kotayk|1231|40.26|44.59|
Solak|am|Kotayk|2295|40.46|44.71|
Tsaghkadzor|am|Kotayk|1408|40.55|44.75|
Yeghvard|am|Kotayk|10705|40.32|44.48|
Zar|am|Kotayk|1340|40.26|44.74|
Zoravan|am|Kotayk|1167|40.36|44.52|
Zovuni|am|Kotayk|4484|40.51|44.43|
Agarak|am|Lori|1278|41.01|44.47|
Akhtala|am|Lori|1990|41.15|44.77|
Alaverdi|am|Lori|13186|41.13|44.65|
Aqori|am|Lori|2272|41.1|44.62|
Arevashogh|am|Lori|2435|40.86|44.27|
Bazum|am|Lori|1114|40.87|44.45|
Chochkan|am|Lori|1740|41.19|44.83|
Darpas|am|Lori|1785|40.84|44.42|
Dsegh|am|Lori|2484|40.96|44.65|
Fioletovo|am|Lori|1264|40.72|44.71|
Gargar|am|Lori|1398|40.96|44.44|
Gogaran|am|Lori|1088|40.9|44.2|
Gugark|am|Lori|4705|40.81|44.54|
Gyulagarak|am|Lori|2109|40.97|44.49|
Hartagyukh|am|Lori|1165|40.84|44.05|
Jrashen|am|Lori|3078|40.79|44.2|
Katnajur|am|Lori|1677|40.83|44.14|
Kurtan|am|Lori|2005|40.96|44.57|
Lernahovit|am|Lori|1403|41.17|44.31|
Lernantsk|am|Lori|1192|40.78|44.27|
Lernapat|am|Lori|1710|40.82|44.4|
Lernavan|am|Lori|1517|40.79|44.18|
Lorut|am|Lori|1101|40.94|44.77|
Margahovit|am|Lori|3308|40.74|44.69|
Mets Parni|am|Lori|1934|40.84|44.11|
Metsavan|am|Lori|4767|41.2|44.23|
Norashen|am|Lori|1386|41.19|44.33|
Odzun|am|Lori|4524|41.05|44.61|
Sarahart|am|Lori|1364|40.87|44.21|
Saramech|am|Lori|1111|40.77|44.22|
Sarchapet|am|Lori|1942|41.2|44.39|
Shahumyan|am|Lori|1843|40.79|44.53|
Shirakamut|am|Lori|2008|40.86|44.15|
Shnogh|am|Lori|2872|41.15|44.84|
Spitak|am|Lori|15063|40.84|44.27|
Stepanavan|am|Lori|15923|41.01|44.39|
Tashir|am|Lori|7318|41.12|44.28|
Tsaghkaber|am|Lori|1207|40.8|44.11|
Tumanyan|am|Lori|1693|40.99|44.66|
Urut|am|Lori|1102|41.07|44.4|
Vahagni|am|Lori|1184|40.91|44.61|
Vanadzor|am|Lori|101099|40.8|44.49|
Vardablur|am|Lori|1297|40.97|44.51|
Yeghegnut|am|Lori|1154|40.9|44.63|
Akhuryan|am|Shirak|7672|40.78|43.9|
Amasia|am|Shirak|1675|40.95|43.78|
Anushavan|am|Shirak|1532|40.64|43.98|
Arapi|am|Shirak|1738|40.78|43.8|
Arevik|am|Shirak|1522|40.74|43.89|
Arevshat|am|Shirak|1623|40.65|44.04|
Artik|am|Shirak|14580|40.62|43.97|
Ashotsk|am|Shirak|2161|41.04|43.86|
Azatan|am|Shirak|4448|40.72|43.82|
Dzitankov|am|Shirak|1162|40.52|43.81|
Gyumri|am|Shirak|148383|40.78|43.83|
Harich|am|Shirak|984|40.6|44.01|
Hatsik|am|Shirak|1039|40.85|43.87|
Haykavan|am|Shirak|1184|40.43|45.1|
Horom|am|Shirak|1893|40.65|43.88|
Kamo|am|Shirak|1340|40.83|43.95|
Lernakert|am|Shirak|1306|40.57|43.94|
Maisyan|am|Shirak|1521|40.85|43.83|
Maralik|am|Shirak|4959|40.58|43.87|
Marmashen|am|Shirak|1644|40.84|43.77|
Meghrashen|am|Shirak|1107|40.68|43.95|
Mets Mantash|am|Shirak|1973|40.64|44.05|
Musayelyan|am|Shirak|1499|40.77|43.99|
Nor Kyanq|am|Shirak|1242|40.65|43.92|
Panik|am|Shirak|2273|40.66|43.94|
Pemzashen|am|Shirak|2436|40.59|43.94|
Pokr Mantash|am|Shirak|1838|40.65|44.05|
Saralanj|am|Shirak|1014|40.63|44.02|
